Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet,Identifier
FDE16,12.792854228644991,0.046124444,206.7954,OUT019,1985,833.5816,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,326
FDM57,11.65,0.075849167,85.1908,OUT046,1997,2181.1608,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,650
FDZ36,6.035,0.065729039,188.324,OUT013,1987,1491.392,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1243
NCW42,18.2,0.097865088,221.8456,OUT010,1998,884.1824,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1526
NCI54,12.792854228644991,0.058827582999999996,110.4912,OUT019,1985,436.7648,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,1350
DRK01,7.63,0.061313057000000004,93.3436,OUT018,2009,1323.6104,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,3,102
FDX10,6.385,0.123961415,33.2874,OUT045,2002,141.1496,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,7,1124
FDO46,9.6,0.014270393999999999,187.3872,OUT018,2009,2647.2208,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,722
FDD16,20.5,0.060847634000000005,75.0696,OUT010,1998,149.1392,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,287
FDZ20,12.792854228644991,0.0,253.0356,OUT027,1985,11445.101999999999,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1230
NCI18,18.35,0.014103353999999999,225.4746,OUT017,2007,1346.2476,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1344
DRI25,19.6,0.033901442000000004,56.2614,OUT046,1997,773.6596,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,8,82
FDY44,14.15,0.024454052,197.21099999999998,OUT045,2002,3731.809,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,7,1201
FDW38,12.792854228644991,0.0,55.9298,OUT019,1985,107.8596,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,1098
FDY33,12.792854228644991,0.096730427,159.0262,OUT027,1985,5887.6694,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,1192
DRH51,17.6,0.097198194,89.8856,OUT035,2004,351.5424,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,75
FDT32,19.0,0.066005186,188.4214,OUT017,2007,2826.321,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,942
FDI50,8.42,0.030890617999999998,228.7352,OUT049,1999,5954.9152,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,500
FDB60,9.3,0.028498354,195.8136,OUT013,1987,2332.9632,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,235
FDP09,19.75,0.033883448,213.2902,OUT035,2004,4247.804,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,737
FDA20,6.78,0.06656564400000001,185.324,OUT013,1987,3914.9040000000005,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,159
NCX05,12.792854228644991,0.169943195,116.2492,OUT019,1985,115.8492,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,1529
DRF37,17.25,0.0,263.591,OUT045,2002,788.9730000000001,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,45
FDJ26,15.3,0.08476519199999999,215.0218,OUT046,1997,1923.4962,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,521
FDZ25,15.7,0.027617046,168.27900000000002,OUT046,1997,4074.696,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,1234
FDZ58,17.85,0.052166995,121.7072,OUT035,2004,2817.6656,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,1261
FDZ50,12.792854228644991,0.0,184.2608,OUT027,1985,6064.1064,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,1255
NCG18,15.3,0.038460297000000004,104.0332,OUT010,1998,205.0664,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1326
FDZ56,16.25,0.025789175,166.9474,OUT045,2002,2863.6058,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1259
FDH50,15.0,0.161301097,185.1266,OUT013,1987,2213.1192,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,462
DRO35,13.85,0.034640466,116.1492,OUT045,2002,1274.3412,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,136
DRH51,12.792854228644991,0.0,89.1856,OUT027,1985,2109.2544,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,75
FDS19,13.8,0.064307102,77.3012,OUT049,1999,1593.9252,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,882
NCM06,7.475,0.076036381,153.9656,OUT018,2009,2625.9152,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1390
FDP52,18.7,0.071091591,228.601,OUT017,2007,4823.721,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,769
FDK02,12.5,0.187841082,119.244,OUT010,1998,119.844,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,543
FDG59,15.85,0.043234574000000005,38.3164,OUT046,1997,540.6296,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,8,429
FDN20,12.792854228644991,0.026055106,169.5474,OUT027,1985,4211.185,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,664
FDO57,20.75,0.109153001,161.3578,OUT018,2009,4492.8184,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,729
NCJ30,5.82,0.08062523,168.37900000000002,OUT035,2004,1188.453,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,1358
FDQ31,5.785,0.09012919999999999,89.8856,OUT010,1998,175.7712,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,798
FDC05,13.1,0.098938169,195.7768,OUT049,1999,4138.6128,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,239
FDM08,10.1,0.0,225.1088,OUT013,1987,3579.3408,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,621
NCA41,16.75,0.032580547,192.1162,OUT035,2004,3848.324,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,1270
FDK15,12.792854228644991,0.09793725199999999,98.9042,OUT027,1985,4960.21,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,550
FDX56,17.1,0.0,208.5638,OUT049,1999,5383.6588,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,1162
FDT21,7.42,0.020391845,248.9092,OUT046,1997,2241.0828,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,933
FDQ46,7.51,0.103813029,113.7544,OUT046,1997,671.1264,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,808
FDS01,12.792854228644991,0.031069202999999997,179.6686,OUT019,1985,177.7686,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,868
FDW34,12.792854228644991,0.062294472999999996,242.417,OUT019,1985,486.034,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,1094
FDX07,19.2,0.022914478,181.195,OUT035,2004,2380.235,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,1121
FDN13,18.6,0.152058281,99.9358,OUT046,1997,201.0716,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,661
NCP02,7.105,0.044991294,59.2562,OUT018,2009,651.8182,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1437
FDT48,4.92,0.046214970999999994,199.8084,OUT017,2007,3968.1679999999997,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,956
FDZ49,11.0,0.13312044,221.5798,OUT035,2004,4187.2162,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,1254
NCJ17,7.68,0.255348289,84.4224,OUT010,1998,170.4448,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1354
FDB17,13.15,0.036879538999999996,181.3976,OUT017,2007,3078.6592,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,203
FDP48,7.52,0.044202545,182.995,OUT018,2009,4394.28,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,766
FDI53,8.895,0.137858955,162.1236,OUT049,1999,2577.9776,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,502
FDW02,4.805,0.037668051,126.7704,OUT013,1987,2628.5784,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1068
FDL20,12.792854228644991,0.224837308,112.7886,OUT019,1985,222.3772,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,591
FDV32,7.785,0.089069748,62.751000000000005,OUT018,2009,1707.777,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1042
FDG38,8.975,0.053027397999999996,86.0224,OUT017,2007,1278.336,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,416
NCB31,12.792854228644991,0.118099673,262.89099999999996,OUT027,1985,5522.811,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1279
FDF52,9.3,0.0,182.9292,OUT017,2007,4013.4424,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,388
FDB15,10.895,0.137023446,263.7568,OUT049,1999,7646.0472,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,201
FDO48,15.0,0.026950104,220.9456,OUT018,2009,1768.3648,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,723
NCR53,12.15,0.0,224.4404,OUT018,2009,5626.01,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1476
FDF56,16.7,0.119362812,180.3976,OUT013,1987,3078.6592,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,390
FDL57,15.1,0.067350054,257.3304,OUT018,2009,3874.9559999999997,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,615
NCC31,8.02,0.0,157.7972,OUT013,1987,1713.7692,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1289
FDE33,19.35,0.049712775,78.2644,OUT049,1999,1492.7236,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,337
FDV52,20.7,0.12220809099999999,119.7466,OUT017,2007,4006.7844,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,1060
FDR46,12.792854228644991,0.138742518,147.476,OUT027,1985,3368.948,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,856
DRE12,4.59,0.070780558,114.586,OUT046,1997,1245.046,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,8,28
FDD57,18.1,0.037492325,95.5094,OUT010,1998,95.2094,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,315
NCS41,12.85,0.053527105,185.1608,OUT049,1999,2388.8904,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1485
NCY41,16.75,0.076164013,34.0532,OUT017,2007,575.2512,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1545
FDV22,14.85,0.009995002,154.463,OUT017,2007,3755.112,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,1034
FDF12,8.235,0.08259502,149.1076,OUT045,2002,1182.4608,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,364
FDM13,6.425,0.063122753,131.3626,OUT013,1987,262.3252,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,625
FDQ56,6.59,0.105597316,83.4908,OUT046,1997,1342.2528,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,815
FDW55,12.792854228644991,0.021863506,247.0092,OUT027,1985,5478.2024,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,1111
NCT29,12.792854228644991,0.063800266,123.0414,OUT027,1985,4629.9732,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1493
NCX42,6.36,0.006012413,163.0526,OUT017,2007,1644.526,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1536
FDR24,17.35,0.06320719799999999,89.383,OUT017,2007,1258.362,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,839
NCS42,8.6,0.069809115,90.5146,OUT017,2007,729.7168,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1486
FDL40,17.7,0.011660463000000001,96.541,OUT018,2009,2220.4429999999998,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,605
FDD47,7.6,0.142410775,171.9448,OUT046,1997,3749.7856,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,8,308
DRE03,19.6,0.024226902,48.7718,OUT046,1997,236.359,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,27
NCM18,12.792854228644991,0.082440705,61.3194,OUT027,1985,2043.3402,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1393
FDF52,9.3,0.066918731,184.2292,OUT045,2002,1641.8628,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,388
NCG43,20.2,0.07439000700000001,91.4462,OUT045,2002,1943.4702,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1330
FDE20,11.35,0.005530516,171.179,OUT046,1997,4923.590999999999,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,328
FDI33,16.5,0.028579565,90.3146,OUT017,2007,2554.0088,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,489
NCT06,17.1,0.038705317,165.0842,OUT013,1987,2320.9788,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1490
FDY24,4.88,0.0,53.1298,OUT035,2004,808.947,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,1185
FDZ33,10.195,0.10800453199999999,148.7076,OUT017,2007,1330.2684,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1240
FDJ55,12.8,0.023626808,223.2404,OUT018,2009,2475.4444,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,538
FDE45,12.792854228644991,0.070660449,180.4002,OUT019,1985,716.4008,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,346
FDD44,8.05,0.078719835,258.5646,OUT018,2009,3091.9752,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,305
FDD10,20.6,0.046208155,178.0344,OUT018,2009,1605.9096,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,284
FDA39,6.32,0.012769753,39.9822,OUT018,2009,78.5644,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,175
FDB36,5.465,0.048486800999999996,131.2626,OUT013,1987,3410.2276,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,216
FDK52,18.25,0.132596101,226.2062,OUT010,1998,677.1186,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,574
FDJ36,14.5,0.128459481,102.0332,OUT049,1999,2050.6639999999998,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,527
NCB55,15.7,0.161317495,57.5562,OUT018,2009,829.5868,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1283
NCK18,9.6,0.011211251,166.9184,OUT010,1998,660.4736,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1367
FDX27,20.7,0.11429451199999999,94.9436,OUT049,1999,1229.0668,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,1139
FDB08,6.055,0.031103357,159.9578,OUT046,1997,2727.7826,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,195
FDX43,5.655,0.08527498800000001,165.05,OUT046,1997,2330.3,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,1151
FDA20,6.78,0.066892471,186.424,OUT018,2009,1304.968,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,159
FDC04,12.792854228644991,0.078764059,241.3854,OUT019,1985,483.3708,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,238
FDG17,6.865,0.036042938999999996,244.4486,OUT017,2007,4153.9262,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,403
FDU58,6.61,0.04855968,188.4898,OUT010,1998,187.0898,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1014
FDP24,12.792854228644991,0.082602127,120.9756,OUT027,1985,3877.6192,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,749
NCT29,12.6,0.064240743,121.9414,OUT045,2002,1462.0968,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1493
FDB08,6.055,0.031230058999999998,160.3578,OUT018,2009,1765.0358,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,195
NCB43,20.2,0.100114941,188.3898,OUT045,2002,3554.7062,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1281
FDL09,12.792854228644991,0.22417463,168.8816,OUT019,1985,167.7816,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,584
DRK49,14.15,0.035943717,40.5138,OUT046,1997,446.7518,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,8,111
FDR37,16.5,0.06619442,184.4292,OUT013,1987,3101.2964,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,850
FDG56,13.3,0.07143905099999999,61.0536,OUT035,2004,1898.8616,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,426
FDE34,9.195,0.108059141,181.7634,OUT049,1999,6179.9556,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,338
FDE16,12.792854228644991,0.026216144,207.5954,OUT027,1985,6668.6528,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,326
FDT58,9.0,0.085938463,168.6816,OUT035,2004,1342.2528,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,964
FDR03,15.7,0.008734284,207.898,OUT035,2004,3095.97,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,822
NCL30,18.1,0.049016517,128.7336,OUT049,1999,2173.1712,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1382
FDT22,12.792854228644991,0.111554381,59.821999999999996,OUT027,1985,1677.816,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,934
FDP45,15.7,0.030672457,253.1724,OUT049,1999,5285.1204,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,764
FDS15,9.195,0.07799564099999999,107.1596,OUT013,1987,2804.3496,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,880
FDF16,12.792854228644991,0.08571527300000001,146.6076,OUT027,1985,1773.6912,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,366
FDL13,13.85,0.05643278400000001,234.93,OUT045,2002,4660.6,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,7,587
NCV30,20.2,0.066200667,61.451,OUT018,2009,126.50200000000001,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1514
FDG33,12.792854228644991,0.24554262699999999,172.2764,OUT019,1985,171.7764,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,413
FDO10,13.65,0.012751700000000001,55.5588,OUT046,1997,1603.2464,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,696
FDQ03,15.0,0.07794933400000001,238.7248,OUT013,1987,2133.2232,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,776
NCC55,10.695,0.06402288099999999,36.0848,OUT018,2009,372.848,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1293
